name,hasBoundRole2,type,label,hasBoundRole1
Binding_223,['Role_Frame_Life_cycle_life_liver'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Death.death_protagonist=Life cycle.life_liver'],['Role_Frame_Death_death_protagonist']
Binding_935,['Role_Frame_Causation_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Treating a physical affliction.treatment_provider=Causation.agent'],['Role_Frame_Treating_a_physical_affliction_treatment_provider']
Binding_992,['Role_Frame_Government_decision_making_entity_under_consideration'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Voting.proposed_decision=Government decision making.entity_under_consideration'],['Role_Frame_Voting_proposed_decision']
Binding_752,['Role_Frame_Possession_possession'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Possession change.possession=Possession.possession'],['Role_Frame_Possession_change_possession']
Binding_43,['Role_Frame_Emotion_bodily_effect'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Anger.body_pressure=Emotion.bodily_effect'],['Role_Frame_Anger_body_pressure']
Binding_222,['Role_Frame_Death_Biological_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Death.death_protagonist=Biological entity'],['Role_Frame_Death_death_protagonist']
Binding_131,['Role_Frame_Contact_entity1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Cause contact.entity1=Contact.entity1'],['Role_Frame_Cause_contact_entity1']
Binding_991,['Role_Frame_Government_decision_making_act_of_deciding'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Voting.voting_event=Government decision making.act_of_deciding'],['Role_Frame_Voting_voting_event']
Binding_551,['Role_Frame_Government_decision_making_introduction_of_entity_under_consideration'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial decision-making.case_brought_to_court=Government decision making.introduction_of_entity_under_consideration'],['Role_Frame_Judicial_decision_making_case_brought_to_court']
Binding_713,['Role_Frame_Competition_competiition_outcome'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Physical competition.outcome=Competition.competiition_outcome'],['Role_Frame_Physical_competition_outcome']
Binding_723,['Role_Frame_Functional_functionality_beneficiary'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Physical structure.structure_creator=Functional.functionality_beneficiary'],['Role_Frame_Physical_structure_structure_creator']
Binding_933,['Role_Frame_Physical_affliction_affliction'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Treating a physical affliction.treated_affliction=Physical affliction.affliction'],['Role_Frame_Treating_a_physical_affliction_treated_affliction']
Binding_537,['Role_Frame_Governing_action_normative_governing_actions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial action.normative_judicial_actions=Governing action.normative_governing_actions'],['Role_Frame_Judicial_action_normative_judicial_actions']
Binding_568,['Role_Frame_Evaluation_standard'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legality.legal_code=Evaluation.standard'],['Role_Frame_Legality_legal_code']
Binding_320,['Role_Frame_Process_protagonist'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Experiencing a state.experiencer=Process.protagonist'],['Role_Frame_Experiencing_a_state_experiencer']
Binding_647,['Role_Frame_Motion_along_a_path_goal'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion to a bounded region.bounded_region=Motion along a path.goal'],['Role_Frame_Motion_to_a_bounded_region_bounded_region']
Binding_85,['Role_Frame_Being_at_a_location_experiencer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Being in a bounded region.located_thing=Being at a location.experiencer'],['Role_Frame_Being_in_a_bounded_region_located_thing']
Binding_824,['Role_Frame_Perception_perceiver'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Seeing.see-er=Perception.perceiver'],['Role_Frame_Seeing_see_er']
Binding_90,['Role_Frame_Stability_stable_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Being unstable.entity=Stability.stable_entity'],['Role_Frame_Being_unstable_entity']
Binding_187,['Role_Frame_Part_whole_part'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Containment.boundary=Part_whole.part'],['Role_Frame_Containment_boundary']
Binding_952,['Role_Frame_Judgment_judging_party'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Trust relationship.trusting_entity=Judgment.judging_party'],['Role_Frame_Trust_relationship_trusting_entity']
Binding_704,['Role_Frame_Experience_pain_body_part'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Physical affliction.affected_area=Experience pain.body_part'],['Role_Frame_Physical_affliction_affected_area']
Binding_983,['Role_Frame_Evaluation_evaluation'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Visual evaluation.evaluation_outcome=Evaluation.evaluation'],['Role_Frame_Visual_evaluation_evaluation_outcome']
Binding_825,['Role_Frame_Perception_faculty'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Seeing.eyes=Perception.faculty'],['Role_Frame_Seeing_eyes']
Binding_165,['Role_Frame_Recreational_competition_outcome'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Competitive sport.outcome=Recreational competition.outcome'],['Role_Frame_Competitive_sport_outcome']
Binding_620,['Role_Frame_Process_protagonist'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Motion.mover=Process.protagonist'],['Role_Frame_Motion_mover']
Binding_281,['Role_Frame_Food_food_consumer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Eating.eater=Food.food_consumer'],['Role_Frame_Eating_eater']
Binding_826,['Role_Frame_Perception_perceived_thing'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Seeing.seen_object=Perception.perceived_thing'],['Role_Frame_Seeing_seen_object']
Binding_515,['Role_Frame_Harm_to_living_entity_victim'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Injurious gun use.injured_party=Harm to living entity.victim'],['Role_Frame_Injurious_gun_use_injured_party']
Binding_135,['Role_Frame_Causation_affected'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Caused change of state.affected=Causation.affected'],['Role_Frame_Caused_change_of_state_affected']
Binding_761,['Role_Frame_Bounded_region_exterior'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Proximal distal.distal region=Bounded region.exterior'],['Role_Frame_Proximal_distal_distal_region']
Binding_997,['Role_Frame_Government_decision_making_entity_under_consideration_ongoing_state'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Voting.proposed_decision_transition=Government decision making.entity_under_consideration_ongoing_state'],['Role_Frame_Voting_proposed_decision_transition']
Binding_823,['Role_Frame_State_value_relations'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Scale.ordered_value_relations=State.value_relations'],['Role_Frame_Scale_ordered_value_relations']
Binding_264,['Role_Frame_Motion_along_a_path_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Downward motion.mover=Motion along a path.mover'],['Role_Frame_Downward_motion_mover']
Binding_1000,['Role_Frame_Government_decision_making_entity_under_consideration_status_change'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Voting.proposed_decision_status_change=Government decision making.entity_under_consideration_status_change'],['Role_Frame_Voting_proposed_decision_status_change']
Binding_786,['Role_Frame_Competition_competition_prize'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Recreational competition.prize=Competition.competition_prize'],['Role_Frame_Recreational_competition_prize']
Binding_2,['Role_Frame_Barrier_path'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Access.path_of_access=Barrier.path'],['Role_Frame_Access_path_of_access']
Binding_598,['Role_Frame_Government_institution_position_holders'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Legislative branch.legislative_actor=Government institution.position_holders'],['Role_Frame_Legislative_branch_legislative_actor']
Binding_190,['Role_Frame_Control_force_receiver'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Control.dependent_entity=force_receiver'],['Role_Frame_Control_dependent_entity']
Binding_425,['Role_Frame_Caused_change_of_state_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government decision making.decision_maker=Caused change of state.agent'],['Role_Frame_Government_decision_making_decision_maker']
Binding_929,['Role_Frame_Transfer_scenario_Lose_possession'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Transfer scenario.transferor_process=Lose_possession'],['Role_Frame_Transfer_scenario_transferor_process']
Binding_150,['Role_Frame_Evaluation_evaluator'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Citizen evaluation of government.Evaluator=Evaluation.evaluator'],['Role_Frame_Citizen_evaluation_of_government_Evaluator']
Binding_695,['Role_Frame_Sentient_entity_sentient_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Person.person=Sentient_entity.sentient_entity'],['Role_Frame_Person_person']
Binding_942,['Role_Frame_Directed_emotion_emotion'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Trust emotion.emotion=Directed emotion.emotion'],['Role_Frame_Trust_emotion_emotion']
Binding_907,['Role_Frame_Taxation_tax'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Taxes.tax=Taxation.tax'],['Role_Frame_Taxes_tax']
Binding_335,['Role_Frame_Part_whole_part_1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Fierce animal.dangerous_body_part=Part whole.part_1'],['Role_Frame_Fierce_animal_dangerous_body_part']
Binding_383,['Role_Frame_Word_word_form'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Forming words.linguistic_expression=Word.word_form'],['Role_Frame_Forming_words_linguistic_expression']
Binding_660,['Role_Frame_Political_region_infrastructure'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Nation.nation_infrastructure=Political region.infrastructure'],['Role_Frame_Nation_nation_infrastructure']
Binding_780,['Role_Frame_Recreational_competition_activity_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Race.race x-schema=Recreational competition.activity_x-schema'],['Role_Frame_Race_race_x_schema']
Binding_376,['Role_Frame_Affected_motion_direction'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Forced motion.direction=Affected motion.direction'],['Role_Frame_Forced_motion_direction']
Binding_931,['Role_Frame_Transfer_scenario_Gain_possession'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Transfer scenario.transfer_recipient_process=Gain_possession'],['Role_Frame_Transfer_scenario_transfer_recipient_process']
Binding_722,['Role_Frame_Functionality_functional_status'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Physical structure.functional_status=Functionality.functional_status'],['Role_Frame_Physical_structure_functional_status']
Binding_99,['Role_Frame_Part_whole_part'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Bodily functioning.bodypart=Part_whole.part'],['Role_Frame_Bodily_functioning_bodypart']
Binding_985,['Role_Frame_Seeing_see_er'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Visual obstruction.seer=Seeing.see-er'],['Role_Frame_Visual_obstruction_seer']
Binding_597,['Role_Frame_Legislative_action_legislative_action'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislative branch.legislative_action=Legislative action.legislative_action'],['Role_Frame_Legislative_branch_legislative_action']
Binding_903,['Role_Frame_Bounded_entity_bounded_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Surface.object=Bounded entity.bounded_entity'],['Role_Frame_Surface_object']
Binding_920,['Role_Frame_Perception_perceived_thing'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Touching.touched_thing=Perception.perceived_thing'],['Role_Frame_Touching_touched_thing']
Binding_585,['Role_Frame_Government_decision_making_entity_under_consideration_characteristics'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislation enactment.bill_contents=Government decision making.entity_under_consideration_characteristics'],['Role_Frame_Legislation_enactment_bill_contents']
Binding_217,['Role_Frame_Force_application_acted_upon'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Cut.object_of_cutting=Force-application.acted_upon'],['Role_Frame_Cut_object_of_cutting']
Binding_684,['Role_Frame_Social_group_members'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Organization.members=Social group.members'],['Role_Frame_Organization_members']
Binding_396,['Role_Frame_Recreational_competition_prize'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Game.prize=Recreational competition.prize'],['Role_Frame_Game_prize']
Binding_577,['Role_Frame_Voting_voting_event'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Legislation enactment.legislation_voting=Voting.voting_event'],['Role_Frame_Legislation_enactment_legislation_voting']
Binding_681,['Role_Frame_Object_manipulation_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Object propulsion.actor=Object manipulation.actor'],['Role_Frame_Object_propulsion_actor']
Binding_916,['Role_Frame_Crime_victim'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Theft.victim=Crime.victim'],['Role_Frame_Theft_victim']
Binding_747,['Role_Frame_Relation_entity_2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Possession.possession=Relation.entity_2'],['Role_Frame_Possession_possession']
Binding_973,['Role_Frame_Vehicle_vehicle'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Vehicular motion.vehicle=Vehicle.vehicle'],['Role_Frame_Vehicular_motion_vehicle']
Binding_613,['Role_Frame_Control_dependent_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Machine.machine_entity=Control.dependent_entity'],['Role_Frame_Machine_machine_entity']
Binding_738,['Role_Frame_Power_power_holder'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Position.job_holder=Power.power_holder'],['Role_Frame_Position_job_holder']
Binding_292,['Role_Frame_Possession_possessed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Economic status.financial_resources=Possession.possessed'],['Role_Frame_Economic_status_financial_resources']
Binding_457,['Role_Frame_Institution_position_duties'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Government institution.position_duties=Institution.position_duties'],['Role_Frame_Government_institution_position_duties']
Binding_367,['Role_Frame_Complex_process_process1'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Force-dynamic interaction.forceful_process=Complex process.process1'],['Role_Frame_Force_dynamic_interaction_forceful_process']
Binding_119,['Role_Frame_Physical_structure_foundation_of_structure'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Building.base_support=Physical structure.foundation_of_structure'],['Role_Frame_Building_base_support']
Binding_343,['Role_Frame_Scale_parameter'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Firmness.firmness_scale=Scale.parameter'],['Role_Frame_Firmness_firmness_scale']
