name,hasBoundRole2,type,label,hasBoundRole1
Binding_845,['Role_Frame_Purposeful_action_effector'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self propelled motion.bodypart=Purposeful action.effector'],['Role_Frame_Self_propelled_motion_bodypart']
Binding_69,['Role_Frame_Motion_mover'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Backward motion.mover=Motion.mover'],['Role_Frame_Backward_motion_mover']
Binding_955,['Role_Frame_Judgment_standards'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Trust relationship.trust_standards=Judgment.standards'],['Role_Frame_Trust_relationship_trust_standards']
Binding_694,['Role_Frame_Animate_entity_specialized_parts'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Person.body_parts=Animate_entity.specialized_parts'],['Role_Frame_Person_body_parts']
Binding_662,['Role_Frame_Motion_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Non-translational motion.mover=Motion.mover'],['Role_Frame_Non_translational_motion_mover']
Binding_240,['Role_Frame_Purposeful_action_objective'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Difficulties in action.objective=Purposeful action.objective'],['Role_Frame_Difficulties_in_action_objective']
Binding_499,['Role_Frame_Heat_level'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Heating fluid.fluid_heat_level=Heat.level'],['Role_Frame_Heating_fluid_fluid_heat_level']
Binding_321,['Role_Frame_Economic_status_status_holder'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Experiencing an economic status.status_holder=Economic_status.status_holder'],['Role_Frame_Experiencing_an_economic_status_status_holder']
Binding_591,['Role_Frame_Governing_action_affected_jurisdiction'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Legislative action.legislative_affected_jurisdiction=Governing action.affected_jurisdiction'],['Role_Frame_Legislative_action_legislative_affected_jurisdiction']
Binding_854,['Role_Frame_Purposeful_action_objective'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self propelled motion to a destination.goal=Purposeful action.objective'],['Role_Frame_Self_propelled_motion_to_a_destination_goal']
Binding_481,['Role_Frame_Gun_rights_rights_domain'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Gun rights.gun_ownership_domain=rights_domain'],['Role_Frame_Gun_rights_gun_ownership_domain']
Binding_906,['Role_Frame_Legislation_enactment_bill'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Taxation.regulation=Legislation enactment.bill'],['Role_Frame_Taxation_regulation']
Binding_121,['Role_Frame_Part_whole_whole'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Building subparts.building=Part whole.whole'],['Role_Frame_Building_subparts_building']
Binding_783,['Role_Frame_Competition_competition_event'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Recreational competition.event=Competition.competition_event'],['Role_Frame_Recreational_competition_event']
Binding_236,['Role_Frame_Destroying_cause'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Destructive natural process.destructive_process=Destroying.cause'],['Role_Frame_Destructive_natural_process_destructive_process']
Binding_203,['Role_Frame_Artifact_artifact_creator'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Crafting.crafter=Artifact.artifact_creator'],['Role_Frame_Crafting_crafter']
Binding_28,['Role_Frame_Evaluation_evaluee'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Analysis.object_of_analysis=Evaluation.evaluee'],['Role_Frame_Analysis_object_of_analysis']
Binding_317,['Role_Frame_State_state_type'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Experiencing a state.state=State.state_type'],['Role_Frame_Experiencing_a_state_state']
Binding_334,['Role_Frame_Part_whole_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Fierce animal.dangerous_animal=Part whole.whole'],['Role_Frame_Fierce_animal_dangerous_animal']
Binding_993,['Role_Frame_Government_decision_making_decison_making_outcome'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Voting.outcome=Government decision making.decison_making_outcome'],['Role_Frame_Voting_outcome']
Binding_362,['Role_Frame_Action_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Force-application.actor=Action.actor'],['Role_Frame_Force_application_actor']
Binding_887,['Role_Frame_Condition_of_physical_object_physical_object'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Stability.stablity_entity=Condition of physical object.physical_object'],['Role_Frame_Stability_stablity_entity']
Binding_562,['Role_Frame_Legality_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Law.law_governees=Legality.actor'],['Role_Frame_Law_law_governees']
Binding_204,['Role_Frame_Purposeful_action_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Create object.creator=Purposeful action.actor'],['Role_Frame_Create_object_creator']
Binding_35,['Role_Frame_Emotion_body'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Anger.body=Emotion.body'],['Role_Frame_Anger_body']
Binding_535,['Role_Frame_Evaluation_standard'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judgment.standards=Evaluation.standard'],['Role_Frame_Judgment_standards']
Binding_654,['Role_Frame_Motion_affecting_external_factors_affected_motion'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion-affecting objects.affected_motion=Motion-affecting external factors.affected_motion'],['Role_Frame_Motion_affecting_objects_affected_motion']
Binding_318,['Role_Frame_State_profiled_state_value'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Experiencing a state.experienced_state_value=State.profiled_state_value'],['Role_Frame_Experiencing_a_state_experienced_state_value']
Binding_72,['Role_Frame_Motion_impediment_mover'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Barrier.mover=Motion impediment.mover'],['Role_Frame_Barrier_mover']
Binding_239,['Role_Frame_Purposeful_action_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Difficulties in action.actor=Purposeful action.actor'],['Role_Frame_Difficulties_in_action_actor']
Binding_976,['Role_Frame_Evaluation_evaluator'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Visual evaluation.evaluator=Evaluation.evaluator'],['Role_Frame_Visual_evaluation_evaluator']
Binding_835,['Role_Frame_Purposeful_action_action_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self-initiated state change.self-initiated_change_x-schema=Purposeful action.action_x-schema'],['Role_Frame_Self_initiated_state_change_self_initiated_change_x_schema']
Binding_92,['Role_Frame_Cognizing_topic'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Belief.belief=Cognizing.topic'],['Role_Frame_Belief_belief']
Binding_525,['Role_Frame_Bounded_region_interior'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Into.goal_interior=Bounded region.interior'],['Role_Frame_Into_goal_interior']
Binding_644,['Role_Frame_Motion_along_a_path_mover'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Motion to a bounded region.mover=Motion along a path.mover'],['Role_Frame_Motion_to_a_bounded_region_mover']
Binding_486,['Role_Frame_Emotion_bodily_effect'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Happiness.bodily_effect=Emotion.bodily_effect'],['Role_Frame_Happiness_bodily_effect']
Binding_944,['Role_Frame_Trust_relationship_trusted_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Trust emotion.trusted_entity=Trust relationship.trusted_entity'],['Role_Frame_Trust_emotion_trusted_entity']
Binding_634,['Role_Frame_Source_path_goal_goal'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion along a path.goal=Source path goal.goal'],['Role_Frame_Motion_along_a_path_goal']
Binding_1004,['Role_Frame_Voting_voter'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Voting rights.enfranchised_voter=Voting.voter'],['Role_Frame_Voting_rights_enfranchised_voter']
Binding_516,['Role_Frame_Harm_to_living_entity_agent'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Injurious gun use.gun_user=Harm to living entity.agent'],['Role_Frame_Injurious_gun_use_gun_user']
Binding_59,['Role_Frame_Control_scope_of_control'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Authority.domain_of_authority=Control.scope_of_control'],['Role_Frame_Authority_domain_of_authority']
Binding_607,['Role_Frame_Possession_possessor'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Lose possession.donor=Possession.possessor'],['Role_Frame_Lose_possession_donor']
Binding_179,['Role_Frame_Barrier_barrier_object'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Confinement.bounds_of_confinement=Barrier.barrier_object'],['Role_Frame_Confinement_bounds_of_confinement']
Binding_71,['Role_Frame_Motion_impediment_impediment'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Barrier.barrier_object=Motion impediment.impediment'],['Role_Frame_Barrier_barrier_object']
Binding_199,['Role_Frame_Crime_victim'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Corruption.harmed_entity=Crime.victim'],['Role_Frame_Corruption_harmed_entity']
Binding_214,['Role_Frame_Legality_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Crime.criminal=Legality.actor'],['Role_Frame_Crime_criminal']
Binding_62,['Role_Frame_Control_dependent_process'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Authority.governed_activity=Control.dependent_process'],['Role_Frame_Authority_governed_activity']
Binding_834,['Role_Frame_Purposeful_action_actor'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Self-initiated state change.experiencer=Purposeful action.actor'],['Role_Frame_Self_initiated_state_change_experiencer']
Binding_160,['Role_Frame_Person_person'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Cognizing.cognizer=Person.person'],['Role_Frame_Cognizing_cognizer']
Binding_141,['Role_Frame_Change_of_state_final_state'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Caused change of state.final_state=Change of state.final_state'],['Role_Frame_Caused_change_of_state_final_state']
Binding_615,['Role_Frame_Evaluation_evaluee'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Monetary evaluation.resource=Evaluation.evaluee'],['Role_Frame_Monetary_evaluation_resource']
Binding_1008,['Role_Frame_Confinement_confined_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Water confinement.physical_entity=Confinement.confined_entity'],['Role_Frame_Water_confinement_physical_entity']
Binding_808,['Role_Frame_Machine_machine_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Robot.robot_entity=Machine.machine_entity'],['Role_Frame_Robot_robot_entity']
Binding_50,['Role_Frame_Biological_entity_body_weight'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Animate entity.body_weight=Biological entity.body_weight'],['Role_Frame_Animate_entity_body_weight']
Binding_435,['Role_Frame_Purposeful_action_action_x_schema'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Government decision making.consideration=Purposeful action.action_x-schema.ongoing'],['Role_Frame_Government_decision_making_consideration']
Binding_698,['Role_Frame_Purposeful_action_objective'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Person.objectives=Purposeful action.objective'],['Role_Frame_Person_objectives']
Binding_326,['Role_Frame_Economic_status_financial_resources'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Experiencing an economic status.financial_resources=Economic status.financial_resources'],['Role_Frame_Experiencing_an_economic_status_financial_resources']
Binding_470,['Role_Frame_Affected_motion_motion_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Guided motion.leader_motion_x-schema=Affected motion.motion_x-schema'],['Role_Frame_Guided_motion_leader_motion_x_schema']
Binding_691,['Role_Frame_Animate_entity_specialized_parts'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Perception.faculty=Animate_entity.specialized_parts'],['Role_Frame_Perception_faculty']
Binding_116,['Role_Frame_Physical_structure_change_in_integrity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Building.change_in_integrity=Physical structure.change_in_integrity'],['Role_Frame_Building_change_in_integrity']
Binding_248,['Role_Frame_Disease_patient'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Disease treatment.body=Disease.patient'],['Role_Frame_Disease_treatment_body']
Binding_341,['Role_Frame_Firmness_firmness_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Firm.firm_entity=Firmness.firmness_entity'],['Role_Frame_Firm_firm_entity']
Binding_482,['Role_Frame_Gun_rights_source_of_right'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Gun rights.constitution=source_of_right'],['Role_Frame_Gun_rights_constitution']
Binding_74,['Role_Frame_Motion_along_a_path_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Barrier.mover=Motion along a path.mover'],['Role_Frame_Barrier_mover']
Binding_473,['Role_Frame_Affected_motion_motion_x_schema'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Guided motion.follower_motion_x-schema=Affected motion.motion_x-schema'],['Role_Frame_Guided_motion_follower_motion_x_schema']
Binding_487,['Role_Frame_Emotion_body'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Happiness.body=Emotion.body'],['Role_Frame_Happiness_body']
Binding_559,['Role_Frame_Cognizing_cognizer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Knowing.knower=Cognizing.cognizer'],['Role_Frame_Knowing_knower']
Binding_511,['Role_Frame_Disease_patient'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Infectious disease.infected_individuals=Disease.patient'],['Role_Frame_Infectious_disease_infected_individuals']
Binding_369,['Role_Frame_Complex_process_process2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Force-dynamic interaction.second_process=Complex process.process2'],['Role_Frame_Force_dynamic_interaction_second_process']
Binding_460,['Role_Frame_Government_governing_actions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government institution.functions=Government.governing_actions'],['Role_Frame_Government_institution_functions']
Binding_423,['Role_Frame_Governing_action_governing_actor'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Government decision making.decision_maker=Governing action.governing_actor'],['Role_Frame_Government_decision_making_decision_maker']
Binding_793,['Role_Frame_Hosting_guest'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Restaurant.patron=Hosting.guest'],['Role_Frame_Restaurant_patron']
Binding_1017,['Role_Frame_Employment_employer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Work scenario.employer=Employment.employer'],['Role_Frame_Work_scenario_employer']
Binding_211,['Role_Frame_Social_problems_problem'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Crime.criminal_activity=Social problems.problem'],['Role_Frame_Crime_criminal_activity']
Binding_875,['Role_Frame_Payment_payment'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Social group.membership_fee=Payment.payment'],['Role_Frame_Social_group_membership_fee']
Binding_842,['Role_Frame_mover_mover'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Self propelled motion.self_mover=mover.mover'],['Role_Frame_Self_propelled_motion_self_mover']
Binding_299,['Role_Frame_Voting_voting_event'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Election.voting_event=Voting.voting_event'],['Role_Frame_Election_voting_event']
Binding_645,['Role_Frame_Motion_along_a_path_motion_x_schema'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Motion to a bounded region.motion_x-schema=Motion along a path.motion_x-schema'],['Role_Frame_Motion_to_a_bounded_region_motion_x_schema']
Binding_126,['Role_Frame_Complex_process_protagonist1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Causation.agent=Complex_process.protagonist1'],['Role_Frame_Causation_agent']
Binding_397,['Role_Frame_Recreational_competition_outcome'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Game.outcome=Recreational competition.outcome'],['Role_Frame_Game_outcome']
Binding_529,['Role_Frame_Source_path_goal_landmark'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Into.landmark=Source path goal.landmark'],['Role_Frame_Into_landmark']
Binding_38,['Role_Frame_Emotion_emotion_limit'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Anger.anger_limit=Emotion.emotion_limit'],['Role_Frame_Anger_anger_limit']
Binding_128,['Role_Frame_Complex_process_process1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Causation.cause=Complex_process.process1'],['Role_Frame_Causation_cause']
Binding_836,['Role_Frame_Change_of_state_initial_state'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self-initiated state change.initial_state=Change of state.initial_state'],['Role_Frame_Self_initiated_state_change_initial_state']
Binding_441,['Role_Frame_Evaluation_behavior'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government decision making.entity_under_consideration_characteristics=Evaluation.behavior'],['Role_Frame_Government_decision_making_entity_under_consideration_characteristics']
Binding_828,['Role_Frame_Protecting_protected_thing'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Self-defense.self-defender=Protecting.protected_thing'],['Role_Frame_Self_defense_self_defender']
Binding_633,['Role_Frame_Source_path_goal_path'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Motion along a path.path=Source path goal.path'],['Role_Frame_Motion_along_a_path_path']
Binding_120,['Role_Frame_Part_whole_part'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Building subparts.room=Part whole.part'],['Role_Frame_Building_subparts_room']
Binding_398,['Role_Frame_Recreational_competition_activity_x_schema'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Game.playing x-schema=Recreational competition.activity_x-schema'],['Role_Frame_Game_playing_x_schema']
Binding_440,['Role_Frame_Evaluation_evaluator'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government decision making.decision_maker=Evaluation.evaluator'],['Role_Frame_Government_decision_making_decision_maker']
Binding_809,['Role_Frame_Sentient_entity_sentient_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Robot.robot_entity=Sentient_entity.sentient_entity'],['Role_Frame_Robot_robot_entity']
Binding_668,['Role_Frame_Family_family_members'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Nuclear family.father=Family.family_members'],['Role_Frame_Nuclear_family_father']
Binding_869,['Role_Frame_Trajector_landmark_profiled_region'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Size.scalar_position=Trajector landmark.profiled_region'],['Role_Frame_Size_scalar_position']
Binding_174,['Role_Frame_Part_whole_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Complex structure.structure_whole=Part whole.whole'],['Role_Frame_Complex_structure_structure_whole']
Binding_171,['Role_Frame_Object_shape'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Complex physical object.shape=Object.shape'],['Role_Frame_Complex_physical_object_shape']
Binding_97,['Role_Frame_Complex_physical_object_object_weight'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Biological entity.body_weight=Complex physical object.object_weight'],['Role_Frame_Biological_entity_body_weight']
Binding_107,['Role_Frame_Bodily_functioning_body'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Body weight.body=Bodily functioning.body'],['Role_Frame_Body_weight_body']
Binding_245,['Role_Frame_Harm_to_living_entity_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Disease.disease=Harm to living entity.agent'],['Role_Frame_Disease_disease']
Binding_468,['Role_Frame_Plurality_plurality_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Group.group=Plurality.plurality_entity'],['Role_Frame_Group_group']
Binding_699,['Role_Frame_Harm_to_living_entity_cause'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Physical affliction.affliction=Harm to living entity.cause'],['Role_Frame_Physical_affliction_affliction']
Binding_411,['Role_Frame_Judgment_judged_party'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Governing action.governing_actor=Judgment.judged_party'],['Role_Frame_Governing_action_governing_actor']
Binding_815,['Role_Frame_Emotion_body'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Sadness.body=Emotion.body'],['Role_Frame_Sadness_body']
Binding_865,['Role_Frame_Work_scenario_work_activity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Shepherding.shepherding=Work scenario.work_activity'],['Role_Frame_Shepherding_shepherding']
Binding_195,['Role_Frame_Relation_relation'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Control.control_relation=Relation.relation'],['Role_Frame_Control_control_relation']
Binding_101,['Role_Frame_Animate_entity_body'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Body.body_whole=Animate entity.body'],['Role_Frame_Body_body_whole']
Binding_600,['Role_Frame_Government_insitution_functions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislative branch.legislative_action=Government insitution.functions'],['Role_Frame_Legislative_branch_legislative_action']
Binding_536,['Role_Frame_Evaluation_evaluation'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judgment.judgement_outcome=Evaluation.evaluation'],['Role_Frame_Judgment_judgement_outcome']
Binding_297,['Role_Frame_Bounded_region_boundary'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Edge.edge_self=Bounded region.boundary'],['Role_Frame_Edge_edge_self']
Binding_576,['Role_Frame_Government_decision_making_decison_making_outcome'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislation enactment.legislation_enactment_outcome=Government decision making.decison_making_outcome'],['Role_Frame_Legislation_enactment_legislation_enactment_outcome']
Binding_735,['Role_Frame_Government_governed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Political region.population=Government.governed'],['Role_Frame_Political_region_population']
Binding_154,['Role_Frame_Government_governed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Citizen evaluation of government.Evaluator=Government.governed'],['Role_Frame_Citizen_evaluation_of_government_Evaluator']
Binding_621,['Role_Frame_Process_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion.motion_x-schema=Process.x-schema'],['Role_Frame_Motion_motion_x_schema']
Binding_587,['Role_Frame_Governing_action_governing_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislative action.legislative_actor=Governing action.governing_actor'],['Role_Frame_Legislative_action_legislative_actor']
Binding_844,['Role_Frame_Purposeful_action_actor'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Self propelled motion.self_mover=Purposeful action.actor'],['Role_Frame_Self_propelled_motion_self_mover']
Binding_885,['Role_Frame_Scale_parameter'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Stability.stability_scale=Scale.parameter'],['Role_Frame_Stability_stability_scale']
Binding_263,['Role_Frame_Cut_final_state_of_object'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Dissect.entity_in_pieces=Cut.final_state_of_object'],['Role_Frame_Dissect_entity_in_pieces']
Binding_268,['Role_Frame_Motion_along_a_path_direction'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Downward motion.downward_direction=Motion along a path.direction'],['Role_Frame_Downward_motion_downward_direction']
Binding_194,['Role_Frame_Relation_entity_2'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Control.dependent_entity=Relation.entity_2'],['Role_Frame_Control_dependent_entity']
Binding_144,['Role_Frame_Work_scenario_worker'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Child care.childcare_provider=Work scenario.worker'],['Role_Frame_Child_care_childcare_provider']
Binding_108,['Role_Frame_Body_body_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Body weight.body=Body.body_whole'],['Role_Frame_Body_weight_body']
Binding_189,['Role_Frame_Control_force_originator'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Control.controlling_entity=force_originator'],['Role_Frame_Control_controlling_entity']
Binding_256,['Role_Frame_Biological_entity_organism'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Dissect.dissected_entity=Biological entity.organism'],['Role_Frame_Dissect_dissected_entity']
Binding_980,['Role_Frame_Evaluation_basis_of_evaluation'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Visual evaluation.visible properties=Evaluation.basis of evaluation'],['Role_Frame_Visual_evaluation_visible_properties']
Binding_255,['Role_Frame_Caused_change_of_state_transition'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Dissect.entity_under_dissection=Caused change of state.transition'],['Role_Frame_Dissect_entity_under_dissection']
Binding_17,['Role_Frame_Social_problems_social_problem'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Addressing social problems.social_problem=Social problems.social_problem'],['Role_Frame_Addressing_social_problems_social_problem']
Binding_361,['Role_Frame_Action_effort'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Force-application.force=Action.effort'],['Role_Frame_Force_application_force']
Binding_60,['Role_Frame_Control_dependent_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Authority.governed=Control.dependent_entity'],['Role_Frame_Authority_governed']
Binding_363,['Role_Frame_Action_effector'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Force-application.effector=Action.effector'],['Role_Frame_Force_application_effector']
Binding_837,['Role_Frame_Change_of_state_transition'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self-initiated state change.transition=Change of state.transition'],['Role_Frame_Self_initiated_state_change_transition']
Binding_342,['Role_Frame_Firmness_firmness_status'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Firm.firm_status=Firmness.firmness_status'],['Role_Frame_Firm_firm_status']
Binding_216,['Role_Frame_Force_application_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Cut.cutter=Force-application.actor'],['Role_Frame_Cut_cutter']
Binding_288,['Role_Frame_Scale_position_on_scale'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Economic status.status=Scale.position_on_scale'],['Role_Frame_Economic_status_status']
Binding_176,['Role_Frame_Condition_of_physical_object_Complex_physical_object'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Condition of physical object.physical_object=Complex physical object'],['Role_Frame_Condition_of_physical_object_physical_object']
Binding_14,['Role_Frame_Addressing_social_problems_society'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Addressing poverty.impoverished=Addressing social problems.society'],['Role_Frame_Addressing_poverty_impoverished']
Binding_1015,['Role_Frame_Purposeful_action_objective'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Work scenario.objective=Purposeful action.objective'],['Role_Frame_Work_scenario_objective']
Binding_244,['Role_Frame_Emotion_cause_of_emotion'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Directed emotion.reason=Emotion.cause_of_emotion'],['Role_Frame_Directed_emotion_reason']
Binding_125,['Role_Frame_disease_body_part'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Cancer.cancerous_body_part=disease.body_part'],['Role_Frame_Cancer_cancerous_body_part']
Binding_922,['Role_Frame_Contact_entity2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Touching.touched_thing=Contact.entity2'],['Role_Frame_Touching_touched_thing']
Binding_113,['Role_Frame_Part_whole_part2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Bounded entity.entity_interior=Part whole.part2'],['Role_Frame_Bounded_entity_entity_interior']
Binding_706,['Role_Frame_Competition_competition_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Physical competition.x-schema=Competition.competition_x-schema'],['Role_Frame_Physical_competition_x_schema']
Binding_138,['Role_Frame_Caused_change_of_state_Change_of_state'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Caused change of state.state_change=Change of state'],['Role_Frame_Caused_change_of_state_state_change']
Binding_279,['Role_Frame_Ingestion_ingestor'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Eating.eater=Ingestion.ingestor'],['Role_Frame_Eating_eater']
Binding_450,['Role_Frame_Governing_action_normative_governing_actions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government executive action.normative_executive_actions=Governing action.normative_governing_actions'],['Role_Frame_Government_executive_action_normative_executive_actions']
Binding_340,['Role_Frame_Monetary_evaluation_resource'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Financial resource.resource=Monetary evaluation.resource'],['Role_Frame_Financial_resource_resource']
