,lemma_1,lemma_2,year,genre,source,text,clean_text,sentence_key
78,time,place,2017,MAG,RollingStone.com,"over Michigan months earlier, Warren Moon went undrafted because teams had a hard time placing him as anything other than a pocket passer -- and they weren't ready to","over Michigan months earlier, Warren Moon went undrafted because teams had a hard time placing him as anything other than a pocket passer -- and they weren't ready to",ead870918b991b56123c250ea6ab951e
79,time,place,2017,NEWS,Arizona Daily Star,"part of the analysis, that this place would not happen in the same time place and manner -- which is very general language -- without a GPLET. "" #","part of the analysis, that this place would not happen in the same time place and manner -- which is very general language -- without a GPLET. "" #",12a3a2f15dc0c8721358e4c583bcc4be
80,time,place,2016,MAG,MarketWatch,players in the league in 1996 or 1998 but won because voters of the time placed far too much emphasis on RBIs. It's not too far a stretch to,players in the league in 1996 or 1998 but won because voters of the time placed far too much emphasis on RBIs. It's not too far a stretch to,96241d2f778edfe76d5abf0755e80128
81,time,place,2015,MAG,Prevention,"finished eight half-marathons and four marathons and even completed two half-Ironman triathlons, last time placing third in my division. In my sights are the Boston Marathon and the Ironman","finished eight half-marathons and four marathons and even completed two half-Ironman triathlons, last time placing third in my division. In my sights are the Boston Marathon and the Ironman",c71dc2057d0d7f790aad275303c53a3e
82,time,place,2014,FIC,NewOrleansRev,"congrat.ulate, you, for, depositing my selves, in this, "" time place, "" I congratulate, the waters, of Evergreen, Lake, Co.mlara's","congrat.ulate, you, for, depositing my selves, in this, "" time place, "" I congratulate, the waters, of Evergreen, Lake, Co.mlara's",5cb0e588068c2279a00d34f17f433fb9
83,time,place,2014,FIC,Ploughshares,"chocolate milk, or coffee. She'd leave just before eight, the time places in Wisconsin can start selling liquor. Sometimes she'd leave earlier, but she","chocolate milk, or coffee. She'd leave just before eight, the time places in Wisconsin can start selling liquor. Sometimes she'd leave earlier, but she",4feae6915e89a824a8ecc4755e861026
84,time,place,2012,TV,The Dust Bowl,"YOU ARE, YOU HAVE THE FEEL-AT-HOME-NESS. Narrator: MEANWHILE, THE HARD TIMES PLACED A STRAIN ON THE BECKS' MARRIAGE. Beck: MY MOTHER WOULD HAVE BEEN","YOU ARE, YOU HAVE THE FEEL-AT-HOME-NESS. Narrator: MEANWHILE, THE HARD TIMES PLACED A STRAIN ON THE BECKS' MARRIAGE. Beck: MY MOTHER WOULD HAVE BEEN",2074cebf85d9597094affd4697258afe
85,time,place,2012,WEB,houseofsparky.com,"in this piece over on SB Nation Arizona, I really have a hard time placing the level of blame on Kelly that most people do. Facing four straight teams","in this piece over on SB Nation Arizona, I really have a hard time placing the level of blame on Kelly that most people do. Facing four straight teams",88b8c79cff072ee9ed5b911ea1d65580
86,time,place,2012,WEB,edge.org,"wine coolers or the pill. In the days before Facebook and Twitter, time placed severe constraints on friendship. Even the traditional Christmas letter, now a fossil in","wine coolers or the pill. In the days before Facebook and Twitter, time placed severe constraints on friendship. Even the traditional Christmas letter, now a fossil in",7159d7374f84cef345cebf1fcc4e6496
87,time,place,2012,WEB,huffingtonpost.com (1),to discourage this kind of reporting from taking place and at the same time place considerable financial burdens on filmmakers like Berlinger to defend their constitutional rights. # Although,to discourage this kind of reporting from taking place and at the same time place considerable financial burdens on filmmakers like Berlinger to defend their constitutional rights. # Although,3b027b56fd65f199278bef0f4e67cd4d
